image_path,dataset_source,crop,disease,normalized_class,provenance_source,original_title
data/camera_screen_test/cam_screen_CornCommonRust3.JPG,camera_screen_simulation,Corn (Maize),Common Rust,Corn (Maize) - Common Rust,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_CornCommonRust3.JPG
data/camera_screen_test/cam_screen_PotatoEarlyBlight1.JPG,camera_screen_simulation,Potato,Early Blight,Potato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_PotatoEarlyBlight1.JPG
data/camera_screen_test/cam_screen_PotatoEarlyBlight2.JPG,camera_screen_simulation,Potato,Early Blight,Potato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_PotatoEarlyBlight2.JPG
data/camera_screen_test/cam_screen_PotatoEarlyBlight3.JPG,camera_screen_simulation,Potato,Early Blight,Potato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_PotatoEarlyBlight3.JPG
data/camera_screen_test/cam_screen_PotatoEarlyBlight4.JPG,camera_screen_simulation,Potato,Early Blight,Potato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_PotatoEarlyBlight4.JPG
data/camera_screen_test/cam_screen_PotatoEarlyBlight5.JPG,camera_screen_simulation,Potato,Early Blight,Potato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_PotatoEarlyBlight5.JPG
data/camera_screen_test/cam_screen_PotatoHealthy1.JPG,camera_screen_simulation,Potato,Healthy,Potato - Healthy,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_PotatoHealthy1.JPG
data/camera_screen_test/cam_screen_PotatoHealthy2.JPG,camera_screen_simulation,Potato,Healthy,Potato - Healthy,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_PotatoHealthy2.JPG
data/camera_screen_test/cam_screen_TomatoEarlyBlight1.JPG,camera_screen_simulation,Tomato,Early Blight,Tomato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoEarlyBlight1.JPG
data/camera_screen_test/cam_screen_TomatoEarlyBlight2.JPG,camera_screen_simulation,Tomato,Early Blight,Tomato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoEarlyBlight2.JPG
data/camera_screen_test/cam_screen_TomatoEarlyBlight3.JPG,camera_screen_simulation,Tomato,Early Blight,Tomato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoEarlyBlight3.JPG
data/camera_screen_test/cam_screen_TomatoEarlyBlight4.JPG,camera_screen_simulation,Tomato,Early Blight,Tomato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoEarlyBlight4.JPG
data/camera_screen_test/cam_screen_TomatoEarlyBlight5.JPG,camera_screen_simulation,Tomato,Early Blight,Tomato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoEarlyBlight5.JPG
data/camera_screen_test/cam_screen_TomatoEarlyBlight6.JPG,camera_screen_simulation,Tomato,Early Blight,Tomato - Early Blight,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoEarlyBlight6.JPG
data/camera_screen_test/cam_screen_TomatoHealthy1.JPG,camera_screen_simulation,Tomato,Healthy,Tomato - Healthy,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoHealthy1.JPG
data/camera_screen_test/cam_screen_TomatoHealthy2.JPG,camera_screen_simulation,Tomato,Healthy,Tomato - Healthy,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoHealthy2.JPG
data/camera_screen_test/cam_screen_TomatoHealthy3.JPG,camera_screen_simulation,Tomato,Healthy,Tomato - Healthy,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoHealthy3.JPG
data/camera_screen_test/cam_screen_TomatoHealthy4.JPG,camera_screen_simulation,Tomato,Healthy,Tomato - Healthy,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoHealthy4.JPG
data/camera_screen_test/cam_screen_TomatoYellowCurlVirus1.JPG,camera_screen_simulation,Tomato,Yellow Leaf Curl Virus,Tomato - Yellow Leaf Curl Virus,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoYellowCurlVirus1.JPG
data/camera_screen_test/cam_screen_TomatoYellowCurlVirus2.JPG,camera_screen_simulation,Tomato,Yellow Leaf Curl Virus,Tomato - Yellow Leaf Curl Virus,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoYellowCurlVirus2.JPG
data/camera_screen_test/cam_screen_TomatoYellowCurlVirus3.JPG,camera_screen_simulation,Tomato,Yellow Leaf Curl Virus,Tomato - Yellow Leaf Curl Virus,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoYellowCurlVirus3.JPG
data/camera_screen_test/cam_screen_TomatoYellowCurlVirus4.JPG,camera_screen_simulation,Tomato,Yellow Leaf Curl Virus,Tomato - Yellow Leaf Curl Virus,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoYellowCurlVirus4.JPG
data/camera_screen_test/cam_screen_TomatoYellowCurlVirus5.JPG,camera_screen_simulation,Tomato,Yellow Leaf Curl Virus,Tomato - Yellow Leaf Curl Virus,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoYellowCurlVirus5.JPG
data/camera_screen_test/cam_screen_TomatoYellowCurlVirus6.JPG,camera_screen_simulation,Tomato,Yellow Leaf Curl Virus,Tomato - Yellow Leaf Curl Virus,Phone camera of screen: NewPlantDiseasesDataset Test Set (Never in Train/Val),cam_screen_TomatoYellowCurlVirus6.JPG
